"Tags","Testname","Result","Note"
"TS_Live_030 ","Kiểm tra chọn sự kiện trong page trực tiếp có phí - trường hợp giờ phát sóng >1h","passed",""
"TS_Live_031 ","Kiểm tra chọn sự kiện trong page trực tiếp có phí - trường hợp giờ phát sóng >1h","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT matching TIME CONDITION expected [true] but found [false]"
"TS_Live_045 ","Kiểm tra chọn Đặt lịch nhắc","passed",""
"TS_Live_049 ","Kiểm tra chọn sự kiện trong page trực tiếp thuộc gói smax/ svip - trường hợp giờ phát sóng >1h","passed",""
"TS_Live_050 ","Kiểm tra chọn sự kiện trong page trực tiếp thuộc gói smax/ svip- trường hợp giờ phát sóng <1h","skipped","Check [Menu Highlight in Live Page] is displayed
"">>>> Check [Menu Highlight in Live Page] is displayed actual: false ,expect: true
----DATA ISSUE ----DATA ISSUE, there is NO EVENT matching TIME CONDITION expected [true] but found [false]"
"TS_Live_051 ","Kiểm tra chọn sự kiện trong page trực tiếp thuộc gói smax/ svip- trường hợp đã đến giờ phát sóng","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT matching TIME CONDITION expected [true] but found [false]"
"TS_Live_052 ","Kiểm tra chọn button Đăng ký tại detail sự kiện trực tiếp khi chưa login tài khoản","passed",""
"TS_Live_053 ","Kiểm tra chọn button Đặt lịch nhắc tại detail sự kiện trực tiếp khi chưa login tài khoản","passed",""
"TS_Live_059 ","Kiểm tra login thành công tài khoản không có gói smax/ svip từ popup yêu cầu đăng nhập khi chọn Đặt lịch nhắc của trực tiếp chưa đến giờ phát sóng","failed","Check [Label [Login] in Login Page] present
"">>>> Check [Label [Login] in Login Page] present actual: false ,expect: true
Check [Lb [Quet Ma QR] in Login Page] present
"">>>> Check [Lb [Quet Ma QR] in Login Page] present actual: false ,expect: true
Check [Lb [Trinh duyet Web] in Login Page] present
"">>>> Check [Lb [Trinh duyet Web] in Login Page] present actual: false ,expect: true
Check [Lb [Dang nhap tren TV] in Login Page] present
"">>>> Check [Lb [Dang nhap tren TV] in Login Page] present actual: false ,expect: true
ERROR: Cannot find [Lb [Dang nhap tren TV] in Login Page]"
"TS_Live_062 ","Kiểm tra login thành công tài khoản không có gói smax/ svip từ popup yêu cầu đăng nhập khi chọn Đăng ký của sự kiện trực tiếp thuốc gói smax/ svip đã đến giờ phát sóng","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT matching TIME CONDITION expected [true] but found [false]"
"TS_Live_063 ","Kiểm tra login thành công tài khoản Không có gói svip từ popup yêu cầu đăng nhập khi chọn Đăng ký của sự kiện trực tiếp thuộc gói svip chưa đến giờ phát sóng","skipped","Check [Menu Highlight in Live Page] is displayed
"">>>> Check [Menu Highlight in Live Page] is displayed actual: false ,expect: true
----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING EVENT SVIP expected [true] but found [false]"
"TS_Live_064 ","Kiểm tra login thành công tài khoản không có gói svip từ popup yêu cầu đăng nhập khi chọn Đặt lịch nhắc của trực tiếp đã đến giờ phát sóng","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING EVENT SVIP expected [true] but found [false]"
"TS_Live_065 ","Kiểm tra login thành công tài khoản smax/ svip từ popup yêu cầu đăng nhập khi chọn Đăng ký của sự kiện trực tiếp thuộc gói smax/ svip chưa đến giờ phát sóng","passed",""
"TS_Live_066 ","Kiểm tra login thành công tài khoản svip từ popup yêu cầu đăng nhập khi chọn Đăng ký của sự kiện trực tiếp thuộc gói svip chưa đến giờ phát sóng","skipped","Check [Menu Highlight in Live Page] is displayed
"">>>> Check [Menu Highlight in Live Page] is displayed actual: false ,expect: true
----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING EVENT SVIP expected [true] but found [false]"
"TS_Live_067 ","Kiểm tra login thành công tài khoản smax/ svip từ popup yêu cầu đăng nhập khi chọn Đăng ký của sự kiện trực tiếp đã đến giờ phát sóng","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT matching TIME CONDITION expected [true] but found [false]"
"TS_Live_068 ","Kiểm tra login thành công tài khoản svip từ popup yêu cầu đăng nhập khi chọn Đăng ký của sự kiện trực tiếp đã đến giờ phát sóng","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING EVENT SVIP expected [true] but found [false]"
"TS_Live_069 ","Kiểm tra đăng ký sự kiện trực tiếp thuộc gói smax/ svip chưa đến giờ phát sóng thành công","failed","Check [Left Menu in Live Page] is displayed
"">>>> Check [Left Menu in Live Page] is displayed actual: false ,expect: true
Check [Right Menu in Live Page] is displayed
"">>>> Check [Right Menu in Live Page] is displayed actual: false ,expect: true
Check [Menu Highlight in Live Page] is displayed
"">>>> Check [Menu Highlight in Live Page] is displayed actual: false ,expect: true
Check [TV Event Time] is displayed
"">>>> Check [TV Event Time] is displayed actual: false ,expect: true
Check [TV Description] is displayed
"">>>> Check [TV Description] is displayed actual: false ,expect: true
Check [Button Follow] is displayed
"">>>> Check [Button Follow] is displayed actual: false ,expect: true
Check [Button Follow] is focused
"">>>> Check [Button Follow] is focused actual: false ,expect: true
Check [Button [Xem ngay]] is displayed
"">>>> Check [Button [Xem ngay]] is displayed actual: false ,expect: true"
"TS_Live_070 ","Kiểm tra đăng ký sự kiện trực tiếp thuộc gói svip chưa đến giờ phát sóng thành công","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING EVENT SVIP expected [true] but found [false]"
"TS_Live_071 ","Kiểm tra đăng ký sự kiện trực tiếp thuộc gói smax/ svip đã đến giờ phát sóng thành công","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT matching TIME CONDITION expected [true] but found [false]"
"TS_Live_072 ","Kiểm tra đăng ký sự kiện trực tiếp thuộc gói svip đã đến giờ phát sóng thành công","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING EVENT SVIP expected [true] but found [false]"
"TS_Live_074 ","Kiểm tra chọn Đặt lịch nhắc","passed",""
"TS_Live_075 ","Kiểm tra chọn Đặt lịch nhắc","passed",""
