"Tags","Testname","Result","Note"
"TS_TC_55 ","Tập 1 xem free, next qua tập 2","skipped","----DATA ISSUE ----Not found VOD required RANDOM SOME_FREE_AND_SOME_PREVIEW VOD expected [true] but found [false]"
"TS_TC_56 ","Tập 1 xem free, next qua tập 2, ấn back trên remote","skipped","----DATA ISSUE ----Not found VOD required RANDOM SOME_FREE_AND_SOME_PREVIEW VOD expected [true] but found [false]"
"TS_TC_58 ","Đang play phim có preview, chọn lại chính tập đó","skipped","----DATA ISSUE ----Not found VOD required RANDOM SOME_FREE_AND_SOME_PREVIEW NOT_VIEW VOD expected [true] but found [false]"
"TS_TC_25 ","Kiểm tra giao diện player khi ấn vào button Đăng ký, chọn gói bất kỳ và đăng nhập thành công","passed",""
"TS_TC_26 ","Kiểm tra giao diện player khi ấn vào button Đăng ký, chọn gói bất kỳ và Thanh toán thành công","passed",""
"TS_TC_29 ","Kiểm tra giao diện player sau khi snackbar biến mất","passed",""
"TS_TC_32 ","Kiểm tra giao diện player khi ấn thao tác mở player trên remote, chọn button đăng ký gói","passed",""
"TS_TC_35 ","Kiểm tra giao diện player sau khi snackbar biến mất, seek tới lui","passed",""
"TS_TC_38 ","Kiểm tra giao diện player khi xem hết 5p","failed","INFO BLOCK CATEGORY: Hành động, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Tây Du Ký 3: Nữ Nhi Quốc of Block: Hành động
Element Button [Play] not null
"">>>> Element Button [Play] not null actual: false ,expect: true"
"TS_TC_71 ","Snack Bar - Kiểm tra khi ấn vào button đăng ký snackbar","passed",""
"TS_TC_74 ","Player control - Kiểm tra khi ấn vào button đăng ký ở player","passed",""
"TS_TC_77 ","Giao diện khi xem hết 5p - Kiểm tra khi ấn vào button đăng ký","passed",""
"TS_TC_52 ","Kiểm tra giao diện player khi xem hết 5p khi login tài khoản không có gói phù hợp","passed",""
"TS_TC_04 ","Kiểm tra khi ấn vào button xem ngay khi chưa login - phim có set preview","passed",""
"TS_TC_05 ","Kiểm tra khi ấn vào button xem ngay khi chưa login - phim không set preview","failed","INFO BLOCK CATEGORY: Đang xem, select block condition: RANDOM"
"TS_TC_06 ","Kiểm tra khi ấn vào button xem ngay khi đã login - Đã login, chưa có gói phù hợp","passed",""
