"Tags","Testname","Result","Note"
"TS_Login_119 ","Kiểm tra vào màn hình vượt quá giới hạn thiết bị bằng Đăng nhập qua TV","passed",""
"TS_Login_142 ","Kiểm tra vào màn hình đăng xuất thiết bị","failed","Check [Label [Vượt quá thiết bị/Xác nhận OTP] in Exceeding Device Page in Login Page in first time use] is displayed
"">>>> Check [Label [Vượt quá thiết bị/Xác nhận OTP] in Exceeding Device Page in Login Page in first time use] is displayed actual: false ,expect: true
Element Device Element not null
"">>>> Element Device Element not null actual: false ,expect: true"
"TS_Login_146 ","Kiểm tra button Tiếp tục trong màn hình Đăng xuất thiết bị","failed","Check [Label [Vượt quá thiết bị/Xác nhận OTP] in Exceeding Device Page in Login Page in first time use] is displayed
"">>>> Check [Label [Vượt quá thiết bị/Xác nhận OTP] in Exceeding Device Page in Login Page in first time use] is displayed actual: false ,expect: true
Element Device Element not null
"">>>> Element Device Element not null actual: false ,expect: true"
"","Logout devices","passed",""
"TS_Login_01 ","Kiểm tra màn hình đăng nhập khi sử dụng box lần đầu","passed",""
"TS_Login_02 ","Kiểm tra chọn button Đăng nhập ngay tại màn hình Đăng nhập 24h","passed",""
"TS_Login_03 ","Kiểm tra chọn button Để sau tại màn hình đăng nhập 24h","passed",""
"TS_Login_09 ","Thực hiện Đăng nhập thành công tại màn hình Đăng nhập sau 24h","passed",""
"TS_Login_43 ","Kiểm tra chọn button notification ở top right navigation bar","passed",""
"TS_Login_44 ","Kiểm tra giao diện màn hình Đăng nhập tài khoản","passed",""
"TS_Login_65 ","Kiểm tra trường hợp đăng nhập thành công từ màn hình Đăng nhập 24h","passed",""
"TS_Login_64 ","Kiểm tra trường hợp đăng nhập thành công từ Tài khoản","passed",""
"TS_Login_73 ","Kiểm tra giao diện màn hình Đăng nhập bằng số điện thoại","passed",""
"TS_Login_74 ","Kiểm tra giao diện màn hình Đăng nhập bằng số điện thoại","passed",""
"TS_Login_95 ","Kiểm tra màn hình Xác thực mã OTP khi đăng nhập tài khoản","passed",""
"TS_Login_105 ","Kiểm tra trường hợp nhập đúng mã OTP","passed",""
"TS_Login_43 ","Kiểm tra chọn button notification ở top right navigation bar","passed",""
"TS_Login_106 ","Kiểm tra trường hợp gửi mã lần đầu (SMS)","passed",""
