"Tags","Testname","Result","Note"
"TS_WC_01 ","Trang chủ - Block đang xem - Kiểm tra trường hợp block đang xem không có nội dung đang xem","failed","Check [Category Block Đang xem] not present
"">>>> Check [Category Block Đang xem] not present actual: true ,expect: false"
"TS_WC_02 ","Trang chủ - Block đang xem - Kiểm tra block đang xem không hiển thị khi chưa login","passed",""
"TS_WC_07 ","Detail VOD - Xem ngay - Ghi nhận phim lẻ vào đang xem khi chọn xem ngay khi Xem phim","passed",""
"TS_WC_08 ","Detail VOD - Xem ngay - Ghi nhận phim bộ vào đang xem khi chọn xem ngay khi Xem phim","failed","INFO BLOCK CATEGORY: Thái Lan, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Lệnh Cho Trái Tim Ngừng Yêu Em  of Block: Thái Lan
Element Child of Category Block Thái Lan having value Lệnh Cho Trái Tim Ngừng Yêu Em  not null
"">>>> Element Child of Category Block Thái Lan having value Lệnh Cho Trái Tim Ngừng Yêu Em  not null actual: false ,expect: true"
"TS_WC_20 ","Detail VOD - Xem ngay - Kiểm tra chọn VOD phim lẻ trong block đang xem","passed",""
"TS_WC_21 ","Detail VOD - Xem ngay - Kiểm tra chọn VOD phim bộ trong block đang xem","passed",""
"TS_WC_36 ","Xem lại từ đầu - Xem lại từ đầu phim bộ đã có trong đang xem","passed",""
"TS_WC_49 ","Chọn play tập phim có bookmark tại danh sách tập của phim bộ có lưu trong đang xem","passed",""
"TS_WC_56 ","Xem tiếp phim lẻ đã có lưu bookmark khi để auto play","failed","INFO BLOCK CATEGORY: Đang xem, select block condition: Đang xem
INFO: Selected Item Info Selected Item: Madame Web of Block: Đang xem
ERROR: Cannot find [Button [Play]]
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [Madame Web], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [Madame Web], actual Text:  actual:  ,expect: Madame Web"
"TS_WC_65 ","Player - Xem lại từ đầu - Xem lại từ đầu phim lẻ đã có trong đang xem","passed",""
"TS_WC_66 ","Player - Xem lại từ đầu - Xem lại từ đầu phim bộ đã có trong đang xem","passed",""
