"Tags","Testname","Result","Note"
"TS_VOD_111 ","Kiểm tra nhấn số tập hợp lệ ở detail VOD miễn phí/SMAX/SVIP có danh sách tập khi chưa đăng nhập","passed",""
"TS_VOD_121 ","Kiểm tra nhấn số tập ở detail VOD không có danh sách tập khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_125 ","Kiểm tra nhấn số tập hợp lệ ở detail VOD vào player miễn phí/SMAX/SVIP có danh sách tập khi chưa đăng nhập","failed","Element Option 'Mở rộng' in menu not null
"">>>> Element Option 'Mở rộng' in menu not null actual: false ,expect: true"
"TS_VOD_113 ","Kiểm tra nhấn số tập hợp lệ ở detail VOD miễn phí có danh sách tập khi đã đăng nhập","passed",""
"TS_VOD_115 ","Kiểm tra nhấn số tập hợp lệ ở detail VOD thuộc gói SMAX có danh sách tập khi đã đăng nhập tài khoản không gói/hết hạn gói","failed","INFO BLOCK CATEGORY: Việt Nam, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Đường Cong Tình Yêu of Block: Việt Nam
Press Episode match NO_PREVIEW: 1
Check [Popup Message] contains text: [Quý khách vui lòng đăng ký Gói SMAX để xem nội dung này. Xin cảm ơn!] actual Text Quý khách vui lòng đăng ký Gói SMAX+ để xem nội dung này. Xin cảm ơn!
"">>>> Check [Popup Message] contains text: [Quý khách vui lòng đăng ký Gói SMAX để xem nội dung này. Xin cảm ơn!] actual Text Quý khách vui lòng đăng ký Gói SMAX+ để xem nội dung này. Xin cảm ơn! actual: false ,expect: true"
"TS_VOD_117 ","Kiểm tra nhấn số tập hợp lệ ở detail VOD thuộc gói SMAX có danh sách tập khi đã đăng nhập tài khoản có gói SMAX/SVIP","failed",""
"TS_VOD_116 ","Kiểm tra nhấn số tập hợp lệ ở detail VOD thuộc gói SMAX có danh sách tập khi đã đăng nhập tài khoản không gói/hết hạn gói","passed",""
"TS_VOD_119 ","Kiểm tra nhấn số tập hợp lệ chưa có bookmark ở detail VOD có danh sách tập","passed",""
"TS_VOD_120 ","Kiểm tra nhấn số tập hợp lệ có bookmark ở detail VOD có danh sách tập","skipped","----DATA ISSUE ----Not found VOD required RANDOM FREE NO_PREVIEW WITH_VIEW VOD expected [true] but found [false]"
"TS_VOD_127 ","Kiểm tra nhấn số tập hợp lệ ở detail VOD vào player miễn phí có danh sách tập khi đã đăng nhập","passed",""
"TS_VOD_132 ","Kiểm tra nhấn số tập hợp lệ chưa có bookmark ở detail VOD vào player có danh sách tập khi đã đăng nhập tài khoản","passed",""
"TS_VOD_133 ","Kiểm tra nhấn số tập hợp lệ có bookmark ở detail VOD vào player có danh sách tập khi đã đăng nhập tài khoản","skipped","----DATA ISSUE ----Not found VOD required RANDOM NO_PREVIEW WITH_VIEW SERIES VOD expected [true] but found [false]"
"TS_VOD_087 ","Kiểm tra chọn VOD bất kỳ thuộc các danh mục Giải trí / Học tập / Thể thao / Thiếu nhi / Âm nhạc / Podcast khi chưa đăng nhập","passed",""
"TS_VOD_088 ","Kiểm tra detail VOD của các danh mục mục Giải trí / Học tập / Thể thao / Thiếu nhi / Âm nhạc / Podcast khi đã đăng nhập","passed",""
"TS_VOD_089 ","Tiếp tục xem - Kiểm tra nhấn button Tiếp tục xem ở detail VOD vào player","failed","INFO BLOCK CATEGORY: Nhạc trữ tình, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Cát Bụi (Giao Lộ Thời Gian - Hồng Nhung, Bùi Công Nam) of Block: Nhạc trữ tình"
"TS_VOD_090 ","Xem lại từ đầu - Kiểm tra nhấn button Xem lại từ đầu ở detail VOD vào player","skipped","----DATA ISSUE ----Not found VOD required RANDOM NO_PREVIEW IS_PLAY_1 WITH_VIEW VOD expected [true] but found [false]"
