"Tags","Testname","Result","Note"
"TS_TT_079 ","Kiểm tra chọn một thể loại bất kỳ","failed","Element Option 'Mở rộng' in menu not null
"">>>> Element Option 'Mở rộng' in menu not null actual: false ,expect: true"
"TS_TT_080 ","Kiểm tra play VOD trong trang con của một thể loại bất kỳ","passed",""
"TS_TT_005 ","Kiểm tra play VOD ở block Highlight khi chưa đăng nhập tài khoản","failed","ERROR: Cannot find [Popup Title]"
"TS_TT_004 ","Kiểm tra play VOD ở block Highlight khi đã đăng nhập tài khoản","passed",""
"TS_TT_147 ","Kiểm tra play VOD ở Block không có background","passed",""
"TS_TT_148 ","Kiểm tra item Xem tất cả khi Block không có backgroud","passed",""
"TS_TT_149 ","Kiểm tra play VOD ở mục Xem tất cả của Block không có backgroud","passed",""
"TS_TT_142 ","Kiểm tra play VOD ở Block có background","passed",""
"TS_TT_143 ","Kiểm tra item Xem tất cả khi Block có background","passed",""
"TS_TT_144 ","Kiểm tra play VOD ở mục Xem tất cả của Block có background","passed",""
"TS_TT_114 ","Kiểm tra play VOD ở các block của giải đấu Champions League","skipped","----DATA ISSUE ----Api  does not return Page: UEFA Champions League 2023/24 expected [true] but found [false]"
"TS_TT_116 ","Kiểm tra play VOD ở màn hình Xem tất cả","skipped","----DATA ISSUE ----Api  does not return Page: UEFA Champions League 2023/24 expected [true] but found [false]"
"TS_TT_159 ","Kiểm tra Block Nội dung liên quan","passed",""
"TS_TT_126 ","Kiểm tra play VOD ở các block của giải đấu Europa League","skipped","----DATA ISSUE ----Api  does not return Page: UEFA Europa League 2023/24 expected [true] but found [false]"
"TS_TT_128 ","Kiểm tra play VOD ở màn hình Xem tất cả","skipped","----DATA ISSUE ----Api  does not return Page: UEFA Europa League 2023/24 expected [true] but found [false]"
"TS_TT_138 ","Kiểm tra play VOD ở các block của giải đấu Premier League","skipped","----DATA ISSUE ----Api  does not return Page:  Premier League 2023-2024 expected [true] but found [false]"
"TS_TT_140 ","Kiểm tra play VOD ở màn hình Xem tất cả","skipped","----DATA ISSUE ----Api  does not return Page:  Premier League 2023-2024 expected [true] but found [false]"
"TS_TT_001 ","Kiểm tra mở danh mục Thể thao khi chọn ở top left navigation bar","passed",""
"TS_TT_002 ","Kiểm tra mở danh mục Thể thao khi chọn tại block Danh mục ở Trang chủ","failed","Element Button Continue not null
"">>>> Element Button Continue not null actual: false ,expect: true"
"TS_TT_003 ","Kiểm tra mở danh mục Thể thao khi chọn tại mega app","passed",""
"TS_TT_090 ","Kiểm tra play VOD ở các block của giải đấu V.League 1","passed",""
"TS_TT_092 ","Kiểm tra play VOD ở màn hình Xem tất cả","passed",""
